,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase
486,2018-08-30,88.1,68.8,78.0,91.5,68.8,79.4,68.3,74.2,0.0,0,0.0,0.0,0.0,20.3,10.4,198.0,31.1,9.9,156.3,13.5,9,0.58
487,2018-08-31,87.1,72.4,78.8,89.7,72.4,79.9,68.4,72.3,0.0,0,0.0,0.0,0.0,,8.2,192.4,40.4,9.9,141.7,12.1,10,0.62
488,2018-09-01,90.1,71.3,80.0,93.5,71.3,81.9,68.9,71.3,0.0,0,0.0,0.0,0.0,17.2,8.7,114.3,34.2,9.9,227.0,19.5,10,0.67
489,2018-09-02,89.3,72.2,80.2,92.4,72.2,81.9,69.1,71.2,0.0,0,0.0,0.0,0.0,17.2,10.3,97.7,44.3,9.9,205.5,17.8,10,0.72
490,2018-09-03,89.4,72.1,79.9,91.6,72.1,81.1,68.7,70.8,0.0,0,0.0,0.0,0.0,19.7,11.0,93.3,41.5,9.9,153.0,13.3,8,0.78
491,2018-09-04,87.3,72.4,79.4,91.2,72.4,81.2,69.9,74.1,0.0,0,0.0,0.0,0.0,18.3,11.2,77.4,40.8,9.9,100.8,8.7,4,0.83
492,2018-09-05,86.4,73.2,79.5,90.1,73.2,81.0,70.4,75.3,0.0,0,0.0,0.0,0.0,,8.7,103.8,55.0,9.7,156.0,13.3,8,0.88
493,2018-09-06,86.5,74.0,79.5,90.8,74.0,81.3,71.0,76.5,0.0,0,0.0,0.0,0.0,,8.4,92.1,57.2,9.7,114.3,9.9,6,0.93
494,2018-09-07,90.7,70.9,79.6,94.0,70.9,81.4,69.4,73.1,0.0,0,0.0,0.0,0.0,,6.4,71.6,33.3,9.9,199.6,17.1,10,0.97
495,2018-09-08,89.9,71.7,80.2,94.5,71.7,82.2,70.2,73.5,0.003,100,4.17,0.0,0.0,,7.6,218.9,42.2,9.7,208.8,18.0,10,0.99
496,2018-09-09,86.8,71.0,78.9,93.6,71.0,81.5,71.3,78.6,0.379,100,12.5,0.0,0.0,21.1,9.4,215.4,35.5,9.7,220.0,19.0,10,1.0
497,2018-09-10,85.4,72.0,78.4,91.2,72.0,80.5,71.4,80.0,0.019,100,8.33,0.0,0.0,,10.6,260.6,53.7,9.8,187.5,16.3,10,0.0
498,2018-09-11,86.4,72.8,78.8,92.4,72.8,80.9,71.8,80.2,0.094,100,12.5,0.0,0.0,19.7,6.8,10.2,60.9,9.8,167.0,14.3,10,0.02
499,2018-09-12,88.7,73.5,79.0,95.2,73.5,81.2,72.4,81.3,0.156,100,8.33,0.0,0.0,21.9,8.0,60.0,55.1,9.4,163.6,14.2,8,0.05
500,2018-09-13,88.9,74.0,80.2,95.1,74.0,82.7,72.4,78.5,0.02,100,4.17,0.0,0.0,,7.4,41.7,61.7,9.8,151.0,13.2,7,0.09
501,2018-09-14,93.4,73.6,82.6,98.9,73.6,85.8,71.4,71.6,0.0,0,0.0,0.0,0.0,19.3,14.1,328.8,30.6,9.9,251.7,22.0,10,0.13
502,2018-09-15,92.7,72.2,80.6,95.6,72.2,81.9,69.0,70.4,0.012,100,4.17,0.0,0.0,27.0,11.8,7.2,40.3,9.9,176.7,15.3,10,0.18
503,2018-09-16,81.4,73.5,76.5,84.6,73.5,77.3,69.6,79.4,0.022,100,16.67,0.0,0.0,26.4,14.1,316.5,88.2,9.7,97.0,8.3,6,0.23
504,2018-09-17,89.8,68.5,78.7,94.8,68.5,80.5,68.7,73.8,0.0,0,0.0,0.0,0.0,18.3,8.9,278.5,21.4,9.9,246.9,21.3,10,0.28
505,2018-09-18,91.5,70.4,80.3,94.6,70.4,81.7,67.8,68.5,0.0,0,0.0,0.0,0.0,17.2,10.8,319.2,13.8,9.9,218.3,18.9,10,0.32
506,2018-09-19,92.0,71.0,80.8,93.2,71.0,81.8,66.5,65.1,0.0,0,0.0,0.0,0.0,,7.4,20.5,13.9,9.9,241.5,20.7,10,0.37
507,2018-09-20,92.2,70.4,81.2,94.9,70.4,82.2,65.8,62.5,0.0,0,0.0,0.0,0.0,,7.0,89.2,19.0,9.7,211.4,18.3,10,0.41
508,2018-09-21,89.1,69.4,79.0,89.4,69.4,79.4,65.2,65.1,0.0,0,0.0,0.0,0.0,,8.1,115.1,21.3,9.8,217.5,18.7,10,0.44
509,2018-09-22,89.3,69.2,78.7,91.7,69.2,79.7,66.7,68.9,0.0,0,0.0,0.0,0.0,,7.8,155.4,35.4,9.8,214.0,18.4,10,0.47
510,2018-09-23,89.0,66.7,77.5,89.7,66.7,78.1,64.6,67.4,0.0,0,0.0,0.0,0.0,,9.0,131.9,33.3,9.9,205.9,17.8,10,0.49
511,2018-09-24,84.9,72.6,77.1,88.6,72.6,78.2,68.6,75.6,0.0,0,0.0,0.0,0.0,21.9,11.0,112.9,75.8,9.6,107.2,9.3,6,0.5
512,2018-09-25,86.3,73.6,78.1,90.7,73.6,79.6,70.5,78.6,0.031,100,16.67,0.0,0.0,20.8,11.5,124.1,83.7,9.6,146.6,12.6,9,0.5
513,2018-09-26,86.5,72.2,75.7,91.6,72.2,76.6,70.8,85.8,0.363,100,37.5,0.0,0.0,35.6,13.1,230.4,69.8,9.4,146.4,12.8,8,0.52
514,2018-09-27,82.2,70.5,73.9,86.6,70.5,74.2,71.0,91.2,0.212,100,20.83,0.0,0.0,31.1,11.0,202.8,82.4,8.9,97.3,8.4,8,0.53
515,2018-09-28,80.2,70.9,74.5,83.4,70.9,74.8,70.2,87.2,0.076,100,12.5,0.0,0.0,,6.9,256.9,86.3,9.7,97.2,8.5,6,0.56
516,2018-09-29,86.1,69.3,76.8,89.1,69.3,77.7,68.4,77.5,0.0,0,0.0,0.0,0.0,,8.3,1.1,60.6,9.4,165.7,14.3,8,0.6
517,2018-09-30,82.7,70.2,75.1,86.5,70.2,75.5,69.7,84.2,0.0,0,0.0,0.0,0.0,,8.7,78.1,64.5,9.4,98.6,8.4,6,0.65
518,2018-10-01,84.4,70.3,75.9,85.1,70.3,76.2,65.2,71.6,0.0,0,0.0,0.0,0.0,16.1,8.7,89.8,51.3,9.8,213.1,18.3,10,0.7
519,2018-10-02,85.1,64.6,74.5,85.7,64.6,74.7,63.0,69.7,0.0,0,0.0,0.0,0.0,,5.3,65.9,21.4,9.8,234.7,20.2,10,0.76
520,2018-10-03,87.3,66.0,75.9,87.9,66.0,76.4,64.2,69.7,0.0,0,0.0,0.0,0.0,,6.0,202.9,24.5,9.6,178.1,15.2,7,0.82
521,2018-10-04,88.8,66.9,77.4,90.5,66.9,78.2,65.5,69.5,0.0,0,0.0,0.0,0.0,,8.3,322.4,10.0,9.6,231.4,19.9,9,0.87
522,2018-10-05,90.7,68.0,78.7,92.5,68.0,79.6,66.7,69.7,0.0,0,0.0,0.0,0.0,,6.4,311.6,18.6,9.5,242.5,21.0,10,0.92
523,2018-10-06,89.8,69.5,78.6,91.3,69.5,79.5,67.4,71.2,0.0,0,0.0,0.0,0.0,,8.0,133.9,22.8,9.5,199.8,17.2,8,0.96
524,2018-10-07,87.5,69.7,78.1,89.0,69.7,78.7,65.8,68.2,0.0,0,0.0,0.0,0.0,17.8,9.7,91.9,45.5,9.7,224.1,19.3,9,0.99
525,2018-10-08,83.9,71.4,77.2,86.9,71.4,78.1,67.4,72.5,0.004,100,4.17,0.0,0.0,25.3,11.9,93.2,60.0,9.6,125.1,10.6,6,1.0
526,2018-10-09,80.2,70.9,74.6,83.1,70.9,74.8,68.6,82.0,0.081,100,29.17,0.0,0.0,25.3,15.6,91.0,91.3,9.0,84.7,7.3,7,0.0
527,2018-10-10,81.8,71.8,75.2,86.1,71.8,75.9,71.9,89.9,2.642,100,58.33,0.0,0.0,32.0,18.1,73.6,95.1,6.0,42.1,3.4,2,0.01
528,2018-10-11,79.1,62.2,72.8,79.1,62.2,72.8,64.1,76.1,1.926,100,37.5,0.0,0.0,31.7,19.6,317.7,60.2,8.5,174.2,15.2,9,0.03
529,2018-10-12,72.7,51.2,60.8,72.7,51.2,60.8,46.1,61.5,0.0,0,0.0,0.0,0.0,27.7,14.1,318.9,12.8,9.9,242.9,20.9,10,0.06
530,2018-10-13,72.4,54.7,62.1,72.4,54.7,62.1,50.7,67.1,0.0,0,0.0,0.0,0.0,21.9,11.5,318.8,27.9,9.9,241.0,20.9,10,0.1
531,2018-10-14,79.8,57.9,67.1,79.8,57.9,67.1,56.5,70.4,0.0,0,0.0,0.0,0.0,,8.9,91.5,37.2,9.9,204.5,17.6,9,0.14
532,2018-10-15,81.0,61.8,69.7,83.4,61.8,69.9,64.6,84.7,0.0,0,0.0,0.0,0.0,,7.1,47.9,52.6,8.9,78.5,6.8,3,0.19
533,2018-10-16,81.4,66.7,71.7,84.4,66.7,72.0,66.3,84.1,0.0,0,0.0,0.0,0.0,,10.4,327.6,72.5,8.6,144.0,12.5,7,0.24
534,2018-10-17,73.5,60.9,66.2,73.5,60.9,66.2,55.7,71.5,0.0,0,0.0,0.0,0.0,,11.1,322.9,63.7,9.9,98.5,8.5,5,0.28
535,2018-10-18,73.0,54.0,62.5,73.0,54.0,62.5,47.6,59.9,0.0,0,0.0,0.0,0.0,18.3,9.4,31.2,29.8,9.9,233.9,20.2,9,0.33
536,2018-10-19,65.4,52.1,59.3,65.4,52.1,59.3,50.4,73.2,0.0,0,0.0,0.0,0.0,,7.9,95.1,59.7,9.8,41.2,3.5,2,0.37
537,2018-10-20,66.5,57.6,62.8,66.5,57.6,62.8,58.2,85.3,0.189,100,12.5,0.0,0.0,25.6,12.1,277.2,80.5,9.2,37.5,3.4,2,0.41
538,2018-10-21,63.2,41.8,53.3,63.2,36.7,51.8,34.0,50.3,0.0,0,0.0,0.0,0.0,28.3,14.9,343.1,4.6,9.9,246.0,21.2,9,0.45
539,2018-10-22,65.7,40.1,51.7,65.7,40.1,51.6,38.4,64.2,0.0,0,0.0,0.0,0.0,17.2,8.3,81.9,23.3,9.9,234.8,20.3,9,0.47
540,2018-10-23,68.0,49.0,56.8,68.0,49.0,56.8,45.7,67.8,0.0,0,0.0,0.0,0.0,,7.2,341.4,38.8,9.9,128.8,11.2,7,0.49
541,2018-10-24,72.0,44.3,57.5,72.0,44.3,57.4,44.8,66.2,0.0,0,0.0,0.0,0.0,19.7,9.9,39.1,26.6,9.9,231.7,20.0,8,0.5
542,2018-10-25,57.1,48.6,54.4,57.1,43.5,54.0,43.6,67.7,0.135,100,16.67,0.0,0.0,25.3,12.7,85.4,64.3,9.4,35.3,3.0,1,0.51
543,2018-10-26,52.0,47.9,49.5,52.0,42.6,46.6,48.1,95.0,0.68,100,54.17,0.0,0.0,21.9,15.1,74.9,100.0,4.1,21.6,2.0,1,0.52
544,2018-10-27,58.9,50.9,54.4,58.9,50.9,54.4,48.8,81.9,0.0,0,0.0,0.0,0.0,21.1,15.1,280.4,94.5,9.6,47.3,4.2,2,0.55
545,2018-10-28,72.4,44.1,58.1,72.4,44.1,57.5,49.5,75.5,0.0,0,0.0,0.0,0.0,21.9,12.3,235.9,16.0,9.6,221.0,19.1,8,0.59
546,2018-10-29,69.5,49.7,59.2,69.5,48.2,59.2,42.3,58.0,0.0,0,0.0,0.0,0.0,21.3,12.0,311.1,8.9,9.9,230.3,19.9,9,0.63
547,2018-10-30,70.9,43.6,55.9,70.9,42.3,55.7,42.9,65.4,0.0,0,0.0,0.0,0.0,,8.0,81.9,18.8,9.9,218.1,18.8,8,0.69
548,2018-10-31,76.3,49.9,61.5,76.3,49.9,61.5,52.4,73.6,0.0,0,0.0,0.0,0.0,,9.0,168.0,40.8,9.9,197.4,17.0,8,0.74
549,2018-11-01,69.4,61.0,63.5,69.4,61.0,63.5,59.5,87.2,0.385,100,16.67,0.0,0.0,24.2,12.8,164.9,74.3,9.3,20.8,1.9,1,0.8
550,2018-11-02,62.8,44.1,56.6,62.8,41.6,55.7,52.1,85.3,0.052,100,25.0,0.0,0.0,27.7,16.3,272.2,89.0,9.6,32.2,2.8,2,0.86
551,2018-11-03,63.4,39.9,50.1,63.4,38.2,49.3,41.5,74.9,0.0,0,0.0,0.0,0.0,,7.1,283.8,8.6,9.9,214.9,18.6,8,0.9
552,2018-11-04,64.8,42.2,54.1,64.8,39.0,53.5,45.2,73.1,0.0,0,0.0,0.0,0.0,19.7,12.8,93.3,47.1,9.9,141.7,12.8,7,0.94
553,2018-11-05,63.7,55.2,59.6,63.7,55.2,59.6,57.7,93.5,0.17,100,37.5,0.0,0.0,,7.6,89.8,100.0,5.3,31.2,2.8,2,0.98
554,2018-11-06,70.9,55.2,65.3,70.9,55.2,65.3,60.7,85.7,0.357,100,41.67,0.0,0.0,28.9,11.9,244.5,82.6,8.5,66.0,5.6,4,1.0
555,2018-11-07,73.0,47.6,58.1,73.0,47.6,58.1,52.9,84.6,0.563,100,20.83,0.0,0.0,20.8,10.5,8.9,54.4,7.5,107.7,9.3,7,1.0
556,2018-11-08,62.6,55.9,58.8,62.6,55.9,58.8,55.2,88.4,0.066,100,25.0,0.0,0.0,,9.7,57.2,99.7,8.4,23.0,2.0,1,0.0
557,2018-11-09,58.6,44.7,54.8,58.6,38.1,53.9,52.9,93.6,0.717,100,66.67,0.0,0.0,30.2,18.6,17.9,98.9,5.7,19.8,1.7,1,0.02
558,2018-11-10,49.1,35.2,41.4,44.4,26.7,35.5,29.5,63.7,0.0,0,0.0,0.0,0.0,29.8,15.2,327.0,14.1,9.9,213.3,18.4,8,0.04
559,2018-11-11,55.0,34.6,44.8,55.0,29.8,41.9,30.6,59.0,0.0,0,0.0,0.0,0.0,,12.3,75.3,46.7,9.9,158.7,13.7,8,0.07
560,2018-11-12,48.1,41.2,44.3,44.9,33.9,39.2,40.2,87.0,2.599,100,83.33,0.0,0.0,20.8,14.6,70.5,99.2,5.7,5.2,0.3,0,0.11
561,2018-11-13,50.5,44.4,47.5,50.5,39.5,45.0,45.8,94.0,0.342,100,70.83,0.0,0.0,21.9,11.7,330.8,99.8,6.4,17.8,1.3,1,0.15
562,2018-11-14,48.9,43.1,45.8,45.8,37.9,41.7,43.6,92.2,0.74,100,75.0,0.0,0.0,24.2,13.7,60.0,96.4,6.2,23.2,2.0,2,0.2
563,2018-11-15,43.9,33.9,40.0,43.9,24.5,34.6,37.0,88.9,0.767,100,41.67,0.0,0.0,29.8,16.4,332.9,94.4,7.4,66.6,5.8,3,0.25
564,2018-11-16,55.4,31.3,41.6,55.4,23.9,37.4,31.8,70.0,0.0,0,0.0,0.0,0.0,26.9,13.9,307.7,37.9,9.8,176.3,15.3,7,0.29
565,2018-11-17,64.7,34.4,47.7,64.7,32.5,47.3,38.1,73.1,0.0,0,0.0,0.0,0.0,,5.1,330.9,20.9,9.0,181.3,15.6,8,0.34
566,2018-11-18,64.2,38.3,49.8,64.2,38.3,49.8,41.7,76.3,0.0,0,0.0,0.0,0.0,,3.7,41.3,15.0,9.3,196.7,17.0,8,0.38
567,2018-11-19,66.5,40.8,53.6,66.5,40.8,53.6,44.3,73.4,0.0,0,0.0,0.0,0.0,,8.1,234.0,45.0,9.3,172.4,14.8,7,0.42
568,2018-11-20,56.4,40.7,51.6,56.4,35.3,49.9,41.5,69.4,0.013,100,8.33,0.0,0.0,23.5,14.7,316.2,47.4,9.7,110.1,9.4,6,0.46
569,2018-11-21,56.4,33.8,44.6,56.4,30.4,42.6,31.5,63.0,0.0,0,0.0,0.0,0.0,17.2,9.9,326.3,8.1,9.9,199.4,17.3,7,0.48
570,2018-11-22,59.0,34.5,45.4,59.0,34.5,45.0,33.9,67.1,0.0,0,0.0,0.0,0.0,,6.9,71.8,25.0,9.9,88.7,7.6,6,0.5
571,2018-11-23,48.1,38.9,42.6,43.1,32.6,36.8,36.3,79.2,0.011,100,12.5,0.0,0.0,24.8,16.6,83.2,65.7,8.9,39.2,3.3,2,0.5
572,2018-11-24,49.5,37.6,43.2,48.7,30.3,39.9,41.1,92.3,0.4,100,25.0,0.0,0.0,23.0,12.1,34.8,100.0,6.6,28.9,2.5,1,0.52
573,2018-11-25,55.7,44.0,48.7,55.7,43.2,48.2,45.2,88.5,0.107,100,12.5,0.0,0.0,,8.0,115.3,83.8,5.1,59.5,4.9,6,0.53
574,2018-11-26,53.5,36.0,45.3,53.5,29.4,40.1,37.2,74.2,0.003,100,4.17,0.0,0.0,30.2,20.3,295.9,82.1,8.4,115.7,9.9,5,0.57
575,2018-11-27,43.0,30.8,35.7,35.7,22.2,27.1,21.1,56.6,0.0,0,0.0,0.0,0.0,32.2,19.7,299.9,19.1,9.9,192.1,16.7,7,0.62
576,2018-11-28,44.6,26.4,33.9,39.9,17.5,27.4,17.8,52.9,0.0,0,0.0,0.0,0.0,23.0,14.6,308.4,9.3,9.9,184.0,15.8,7,0.67
577,2018-11-29,58.6,28.3,43.7,58.6,27.6,43.6,33.1,67.0,0.0,0,0.0,0.0,0.0,,8.7,264.6,65.2,9.9,108.3,9.4,6,0.73
578,2018-11-30,68.7,51.2,59.1,68.7,51.2,59.1,48.2,67.9,0.029,100,8.33,0.0,0.0,20.8,9.7,211.5,94.0,9.8,85.8,7.4,6,0.78
579,2018-12-01,60.0,51.5,55.5,60.0,51.5,55.5,52.2,89.1,1.799,100,79.17,0.0,0.0,20.8,10.8,96.1,92.4,5.2,6.6,0.5,0,0.84
580,2018-12-02,72.2,50.9,64.0,72.2,50.9,64.0,54.5,74.9,0.037,100,20.83,0.0,0.0,,10.7,223.8,55.4,7.5,104.1,9.0,7,0.89
581,2018-12-03,64.0,45.7,53.2,64.0,40.6,52.7,38.2,60.5,0.0,0,0.0,0.0,0.0,29.8,13.1,300.6,41.0,9.7,150.7,13.0,7,0.93
582,2018-12-04,48.1,35.8,41.9,43.7,31.6,36.3,28.8,60.0,0.0,0,0.0,0.0,0.0,33.3,14.5,320.5,19.9,9.9,181.5,15.6,7,0.96
583,2018-12-05,42.9,30.3,35.6,35.5,24.3,28.8,23.4,61.5,0.0,0,0.0,0.0,0.0,24.4,15.0,310.3,9.8,9.9,185.1,15.9,7,0.99
584,2018-12-06,49.7,26.5,37.1,48.6,22.8,35.5,21.3,55.7,0.0,0,0.0,0.0,0.0,,7.4,326.4,30.2,9.9,163.0,14.1,7,1.0
585,2018-12-07,46.5,36.4,42.5,46.5,36.4,41.5,33.9,71.9,0.013,100,12.5,0.0,0.0,,6.9,322.3,92.0,9.7,23.8,2.1,1,0.0
586,2018-12-08,45.2,39.1,41.3,45.2,29.6,35.3,39.3,92.3,1.577,100,95.83,0.0,0.0,34.0,20.5,69.0,100.0,5.5,10.4,0.8,1,0.01
587,2018-12-09,38.7,35.6,37.2,36.1,26.2,29.8,34.7,90.5,1.04,100,41.67,0.0,0.0,31.8,18.2,60.6,100.0,6.9,14.0,1.2,1,0.02
588,2018-12-10,42.5,38.7,40.1,39.8,33.8,36.3,38.2,92.8,0.141,100,62.5,0.0,0.0,,9.4,324.2,99.9,6.5,22.4,1.9,1,0.05
589,2018-12-11,51.9,32.5,41.0,51.9,26.7,37.3,29.6,67.9,0.0,0,0.0,0.0,0.0,,10.2,303.5,28.9,9.2,183.9,15.8,7,0.08
590,2018-12-12,51.9,29.5,38.8,51.9,28.0,38.3,27.9,67.5,0.0,0,0.0,0.0,0.0,,7.1,258.3,28.5,9.8,95.2,8.2,4,0.12
591,2018-12-13,52.6,35.4,44.1,52.6,34.7,42.4,33.9,68.6,0.0,0,0.0,0.0,0.0,,11.9,74.1,56.2,9.5,38.8,3.4,2,0.16
592,2018-12-14,50.3,45.5,48.3,50.3,39.4,44.4,45.8,91.5,0.778,100,66.67,0.0,0.0,20.8,13.8,72.0,100.0,4.8,7.9,0.7,0,0.2
593,2018-12-15,52.1,48.1,49.6,52.1,45.5,48.4,46.0,87.8,0.04,100,20.83,0.0,0.0,19.7,10.0,212.0,98.0,7.1,45.7,3.8,5,0.25
594,2018-12-16,52.4,46.8,49.5,52.4,43.7,48.0,45.0,84.8,0.004,100,4.17,0.0,0.0,23.1,14.2,299.2,95.7,9.3,39.5,3.4,2,0.3
595,2018-12-17,60.9,44.8,50.9,60.9,40.5,49.1,39.0,67.5,0.0,0,0.0,0.0,0.0,23.0,14.3,316.7,23.0,9.7,176.6,15.3,7,0.35
596,2018-12-18,64.0,40.9,49.6,64.0,35.4,47.6,32.3,55.6,0.0,0,0.0,0.0,0.0,19.7,12.2,317.8,23.2,9.8,172.5,14.9,7,0.39
597,2018-12-19,57.4,40.8,48.8,57.4,38.4,48.3,38.7,69.1,0.0,0,0.0,0.0,0.0,18.3,10.3,97.6,42.9,9.5,83.2,7.3,5,0.43
598,2018-12-20,51.3,46.0,48.7,51.3,40.4,46.2,46.1,91.1,0.974,100,75.0,0.0,0.0,,12.3,63.4,99.9,4.9,9.7,0.8,0,0.47
599,2018-12-21,50.6,39.6,45.6,50.6,31.5,39.6,42.5,89.1,0.548,100,58.33,0.0,0.0,32.2,19.5,288.6,100.0,8.0,27.3,2.5,1,0.49
600,2018-12-22,51.6,36.2,42.1,51.6,31.2,38.5,33.1,71.7,0.0,0,0.0,0.0,0.0,20.8,12.9,282.3,40.3,9.3,171.2,14.6,7,0.5
601,2018-12-23,60.0,32.0,45.8,60.0,32.0,45.4,40.4,82.2,0.012,100,8.33,0.0,0.0,24.2,16.0,263.2,40.7,9.2,86.6,7.5,4,0.51
602,2018-12-24,52.3,34.0,42.4,52.3,27.3,38.6,32.2,69.0,0.0,0,0.0,0.0,0.0,18.3,13.3,320.1,22.7,9.7,175.6,15.2,7,0.53
603,2018-12-25,57.0,31.1,44.0,57.0,31.1,43.8,32.1,66.1,0.0,0,0.0,0.0,0.0,,6.0,42.2,36.6,8.9,163.7,14.0,7,0.55
604,2018-12-26,58.1,37.6,47.6,58.1,35.3,46.8,36.9,68.1,0.0,0,0.0,0.0,0.0,,10.7,84.2,34.9,9.2,144.9,12.4,6,0.6
605,2018-12-27,53.4,46.9,49.4,53.4,40.9,46.4,40.1,71.3,0.735,100,29.17,0.0,0.0,26.4,14.1,92.0,99.2,8.7,33.4,2.9,2,0.65
606,2018-12-28,62.2,50.0,55.9,62.2,50.0,55.9,54.6,95.4,3.388,100,58.33,0.0,0.0,24.2,12.4,23.0,86.2,6.0,10.4,0.9,0,0.7
607,2018-12-29,60.0,46.5,52.6,60.0,44.6,52.2,46.6,81.7,0.0,0,0.0,0.0,0.0,,8.9,317.0,56.0,8.2,118.1,10.1,5,0.76
608,2018-12-30,54.7,50.2,52.3,54.7,50.2,52.3,50.6,94.1,0.404,100,66.67,0.0,0.0,,5.2,56.8,100.0,4.2,13.9,1.2,1,0.81
609,2018-12-31,69.6,54.7,61.8,69.6,54.7,61.8,59.1,91.5,0.09,100,20.83,0.0,0.0,24.7,15.0,163.2,93.6,4.8,36.1,3.1,2,0.86
610,2019-01-01,65.2,56.5,61.6,65.2,56.5,61.6,58.6,90.1,0.192,100,29.17,0.0,0.0,,6.1,314.6,60.3,8.2,38.3,3.1,2,0.91
611,2019-01-02,57.1,49.1,52.5,57.1,46.3,52.2,50.1,91.6,0.43,100,41.67,0.0,0.0,,7.4,30.1,65.2,6.7,21.0,1.8,1,0.95
612,2019-01-03,54.4,50.2,52.6,54.4,50.2,52.6,51.4,95.7,0.308,100,50.0,0.0,0.0,,11.0,356.2,88.4,4.7,15.0,1.1,1,0.97
613,2019-01-04,64.8,45.2,54.6,64.8,40.3,53.7,50.1,85.9,1.227,100,50.0,0.0,0.0,30.7,18.9,207.4,77.6,6.5,70.4,5.9,6,0.99
614,2019-01-05,57.9,43.9,49.0,57.9,36.7,45.6,37.0,64.6,0.0,0,0.0,0.0,0.0,33.3,17.5,289.9,37.9,9.9,177.8,15.2,7,1.0
615,2019-01-06,68.5,41.8,53.0,68.5,38.3,52.0,38.9,61.9,0.0,0,0.0,0.0,0.0,,7.4,317.0,7.3,9.9,178.3,15.3,7,0.0
616,2019-01-07,68.0,41.1,53.5,68.0,41.1,53.4,41.4,67.1,0.0,0,0.0,0.0,0.0,,10.3,154.7,19.3,9.6,162.3,14.0,6,0.01
617,2019-01-08,64.5,49.2,56.2,64.5,48.2,56.1,49.0,77.2,0.003,100,4.17,0.0,0.0,18.5,10.8,248.5,51.4,9.6,46.5,3.9,1,0.03
618,2019-01-09,56.2,39.4,46.8,56.2,30.5,41.8,23.8,41.2,0.0,0,0.0,0.0,0.0,31.1,20.4,311.0,3.4,9.9,190.8,16.4,7,0.05
619,2019-01-10,44.8,29.2,36.3,38.3,19.3,28.4,19.4,50.4,0.0,0,0.0,0.0,0.0,27.9,16.6,324.2,15.1,9.8,172.5,14.9,7,0.08
620,2019-01-11,53.2,28.3,40.5,53.2,23.8,38.3,21.8,49.7,0.0,0,0.0,0.0,0.0,,7.8,107.3,14.9,9.7,183.0,15.9,7,0.12
621,2019-01-12,43.0,37.4,40.9,39.4,29.4,34.9,27.2,60.1,0.291,100,25.0,0.0,0.0,23.0,13.0,88.3,87.1,8.9,24.5,2.2,1,0.16
622,2019-01-13,46.2,35.2,40.3,44.9,28.0,36.4,37.9,91.5,0.256,100,16.67,0.0,0.0,,10.3,29.5,94.8,6.7,36.3,3.0,2,0.21
623,2019-01-14,45.4,39.4,43.2,40.5,31.8,37.6,37.1,79.2,0.0,0,0.0,0.0,0.0,23.0,13.4,318.1,95.1,9.7,32.7,2.8,2,0.26
624,2019-01-15,44.4,32.9,37.9,39.0,27.3,31.4,29.8,72.6,0.0,0,0.0,0.0,0.0,23.0,12.5,316.1,61.3,9.6,140.4,12.1,7,0.31
625,2019-01-16,52.7,29.7,38.7,52.7,22.3,35.0,30.6,74.7,0.0,0,0.0,0.0,0.0,,9.4,319.8,23.8,7.9,187.9,16.2,7,0.36
626,2019-01-17,47.8,32.3,40.6,46.2,32.3,39.6,37.3,88.6,0.128,100,25.0,0.0,0.0,,5.3,253.3,55.5,6.2,55.5,4.9,4,0.41
627,2019-01-18,56.5,46.0,49.9,56.5,44.5,49.5,47.3,91.1,0.0,0,0.0,0.0,0.0,,4.8,237.5,81.2,4.7,45.3,3.9,2,0.45
628,2019-01-19,62.6,48.5,55.4,62.6,47.8,55.4,53.8,94.4,0.983,100,41.67,0.0,0.0,24.1,14.8,165.5,83.0,4.9,19.0,1.5,1,0.48
629,2019-01-20,52.9,28.9,35.8,52.9,18.1,25.9,25.8,67.6,0.0,0,0.0,0.0,0.0,36.8,22.8,307.9,59.7,9.7,95.8,8.2,7,0.5
630,2019-01-21,42.9,21.1,31.0,42.9,11.1,24.5,11.6,45.9,0.0,0,0.0,0.0,0.0,26.4,15.5,337.1,13.0,9.9,199.1,17.1,8,0.5
631,2019-01-22,44.4,29.9,37.5,40.1,21.2,31.1,13.9,37.9,0.0,0,0.0,0.0,0.0,21.9,12.1,96.9,56.3,9.9,82.2,7.1,5,0.52
632,2019-01-23,66.9,42.0,52.9,66.9,35.9,50.4,43.1,70.7,1.461,100,20.83,0.0,0.0,33.3,16.3,128.1,89.0,8.3,76.4,6.6,6,0.54
633,2019-01-24,54.0,34.3,42.5,54.0,27.3,36.6,36.2,79.2,0.293,100,25.0,0.0,0.0,36.0,20.6,294.9,55.8,8.7,92.5,7.9,7,0.58
634,2019-01-25,46.4,30.5,37.2,40.5,23.7,31.5,23.3,59.0,0.0,0,0.0,0.0,0.0,23.5,14.7,308.8,16.9,9.6,194.5,16.8,7,0.63
635,2019-01-26,50.8,26.5,37.2,50.8,22.6,35.0,24.6,61.7,0.0,0,0.0,0.0,0.0,19.7,11.5,298.9,7.9,9.7,205.4,17.7,8,0.68
636,2019-01-27,50.4,30.8,39.8,50.4,30.8,39.7,31.4,73.4,0.0,0,0.0,0.0,0.0,,4.5,313.4,28.3,9.1,62.3,5.4,3,0.73
