,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase
0,2017-05-01,74.9,63.9,70.0,74.9,63.9,70.0,54.9,62.6,0.219,100,16.67,0.0,0.0,30.8,16.6,216.2,46.9,9.6,211.2,18.5,8,0.16
1,2017-05-02,79.1,49.8,65.4,79.1,49.8,65.4,41.1,45.2,0.0,0,0.0,0.0,0.0,23.8,14.3,281.9,0.9,9.9,344.8,30.0,10,0.22
2,2017-05-03,83.0,52.6,69.8,80.8,52.6,69.3,46.5,47.7,0.0,0,0.0,0.0,0.0,20.8,10.8,182.4,16.7,9.9,333.3,29.0,10,0.27
3,2017-05-04,73.2,59.9,65.2,73.2,59.9,65.2,58.1,81.0,0.814,100,62.5,0.0,0.0,33.5,16.0,153.9,71.8,8.0,85.1,7.4,3,0.32
4,2017-05-05,57.7,48.8,51.8,57.7,44.1,50.6,48.7,89.4,0.109,100,45.83,0.0,0.0,26.6,15.0,245.1,76.9,8.9,219.3,19.0,8,0.37
5,2017-05-06,72.4,46.1,58.6,72.4,42.4,56.8,43.9,62.3,0.003,100,4.17,0.0,0.0,31.7,18.1,284.4,39.9,9.9,347.5,30.0,10,0.41
6,2017-05-07,69.9,48.7,60.0,69.9,48.0,59.9,41.7,56.0,0.0,0,0.0,0.0,0.0,22.8,12.9,320.2,23.7,9.9,351.0,30.1,10,0.45
7,2017-05-08,77.9,47.9,63.7,77.9,47.9,63.7,46.4,57.1,0.0,0,0.0,0.0,0.0,23.9,13.9,323.9,3.9,9.9,343.0,29.6,10,0.47
8,2017-05-09,84.8,56.6,71.6,83.2,56.6,71.1,53.3,56.0,0.0,0,0.0,0.0,0.0,20.0,13.1,280.4,8.0,9.9,338.8,29.2,10,0.49
9,2017-05-10,85.7,60.4,74.1,85.4,60.4,74.1,58.1,59.8,0.0,0,0.0,0.0,0.0,19.7,10.8,281.4,7.5,9.9,334.9,29.0,10,0.5
10,2017-05-11,85.3,64.2,75.3,84.7,64.2,75.3,60.4,62.1,0.0,0,0.0,0.0,0.0,21.9,14.1,266.9,22.3,9.8,281.8,24.4,9,0.5
11,2017-05-12,81.7,64.0,71.4,82.2,64.0,71.5,62.7,75.9,0.114,100,4.17,0.0,0.0,33.9,11.9,246.1,40.0,9.6,220.2,19.0,9,0.52
12,2017-05-13,76.7,62.2,69.2,76.7,62.2,69.2,60.9,76.1,0.041,100,12.5,0.0,0.0,20.8,11.6,336.9,51.1,9.7,243.0,21.0,8,0.53
13,2017-05-14,83.0,58.0,70.1,81.6,58.0,69.9,54.1,60.6,0.0,0,0.0,0.0,0.0,,8.3,27.9,5.8,9.8,345.8,30.0,10,0.56
14,2017-05-15,87.4,59.2,74.1,85.7,59.2,73.8,57.3,59.7,0.0,0,0.0,0.0,0.0,,6.7,307.7,6.5,9.9,346.6,30.1,10,0.59
15,2017-05-16,89.2,62.6,77.4,87.4,62.6,77.0,59.2,57.7,0.0,0,0.0,0.0,0.0,16.9,9.6,189.4,8.7,9.8,347.9,30.1,10,0.63
16,2017-05-17,88.5,64.2,77.7,87.0,64.2,77.5,59.3,55.7,0.0,0,0.0,0.0,0.0,20.7,11.7,161.2,17.0,9.9,339.7,29.1,10,0.68
17,2017-05-18,87.6,70.9,79.4,89.0,70.9,80.3,64.9,62.7,0.0,0,0.0,0.0,0.0,,7.8,164.0,61.2,9.9,292.2,25.0,8,0.73
18,2017-05-19,88.7,71.0,79.8,89.8,71.0,80.4,64.0,59.9,0.0,0,0.0,0.0,0.0,,9.9,151.0,43.4,9.9,277.1,23.9,9,0.78
19,2017-05-20,85.5,67.0,75.5,89.0,67.0,76.7,66.3,74.2,0.137,100,16.67,0.0,0.0,44.9,17.8,130.7,32.9,9.8,189.6,16.2,7,0.83
20,2017-05-21,81.4,68.0,73.2,83.9,68.0,73.5,67.4,83.3,0.873,100,54.17,0.0,0.0,29.9,13.1,312.3,65.7,8.7,183.2,15.8,7,0.88
21,2017-05-22,77.4,68.1,71.4,77.4,68.1,71.4,67.9,89.0,0.236,100,37.5,0.0,0.0,,7.6,316.0,52.2,9.0,185.6,16.0,8,0.93
22,2017-05-23,73.6,64.9,68.9,73.6,64.9,68.9,65.7,89.9,0.984,100,70.83,0.0,0.0,,9.8,206.0,72.3,7.4,110.0,9.6,4,0.97
23,2017-05-24,78.1,62.1,69.0,78.1,62.1,69.0,60.6,76.8,0.07,100,25.0,0.0,0.0,30.3,16.4,240.4,72.1,9.5,268.6,23.3,7,0.99
24,2017-05-25,72.1,56.6,63.9,72.1,56.6,63.9,52.0,67.6,0.028,100,16.67,0.0,0.0,24.7,16.4,268.4,52.2,9.9,351.3,30.4,10,1.0
25,2017-05-26,83.6,55.1,69.9,83.5,55.1,69.9,55.9,63.7,0.0,0,0.0,0.0,0.0,18.7,10.8,254.2,10.0,9.9,350.6,30.2,10,0.0
26,2017-05-27,83.4,65.2,74.6,86.1,65.2,75.3,64.7,72.6,0.0,0,0.0,0.0,0.0,24.2,13.2,229.7,34.5,9.9,316.0,27.2,9,0.02
27,2017-05-28,84.0,64.7,74.6,87.0,64.7,75.3,66.1,76.4,0.465,100,16.67,0.0,0.0,42.0,13.5,239.5,45.0,9.9,211.3,18.2,6,0.05
28,2017-05-29,83.0,68.9,73.6,85.8,68.9,74.0,67.0,80.5,0.568,100,16.67,0.0,0.0,36.7,10.2,261.3,42.2,9.4,217.0,18.7,9,0.09
29,2017-05-30,74.5,67.1,69.9,74.5,67.1,69.9,66.8,90.2,0.226,100,33.33,0.0,0.0,,9.3,280.4,54.0,9.6,230.1,19.8,8,0.14
30,2017-05-31,82.9,66.3,73.4,84.2,66.3,73.7,65.2,77.7,0.279,100,12.5,0.0,0.0,,10.1,272.7,48.5,9.8,220.9,19.2,7,0.2
31,2017-06-01,83.6,66.5,74.1,83.8,66.5,74.3,65.3,76.6,0.0,0,0.0,0.0,0.0,,9.4,268.7,29.3,9.8,136.9,11.8,4,0.25
32,2017-06-02,87.2,67.1,76.7,86.0,67.1,76.6,63.2,67.1,0.0,0,0.0,0.0,0.0,,7.4,333.3,23.2,9.9,278.2,24.0,9,0.3
33,2017-06-03,87.9,66.5,77.5,89.1,66.5,78.0,65.2,68.2,0.0,0,0.0,0.0,0.0,,7.6,251.9,42.6,9.8,281.0,24.3,8,0.35
34,2017-06-04,80.0,71.6,74.0,83.1,71.6,74.1,69.8,87.0,0.82,100,54.17,0.0,0.0,35.6,8.9,80.4,54.5,9.2,248.7,21.1,8,0.39
35,2017-06-05,82.6,70.9,74.0,86.4,70.9,74.4,70.2,88.7,0.28,100,29.17,0.0,0.0,31.6,13.6,239.4,71.8,8.4,220.4,18.9,7,0.43
36,2017-06-06,78.9,70.1,73.9,78.9,70.1,73.9,70.2,88.6,0.073,100,37.5,0.0,0.0,,6.9,329.1,56.1,9.7,102.6,8.9,3,0.46
37,2017-06-07,79.9,66.8,72.8,79.9,66.8,72.8,62.0,71.0,0.189,100,16.67,0.0,0.0,23.0,15.4,58.7,50.1,9.6,261.8,22.6,9,0.48
38,2017-06-08,79.4,64.8,71.3,79.4,64.8,71.3,60.8,71.9,0.385,100,12.5,0.0,0.0,,7.6,63.9,53.1,9.5,319.0,27.5,10,0.49
39,2017-06-09,83.2,63.4,73.7,82.7,63.4,73.6,60.2,66.0,0.0,0,0.0,0.0,0.0,17.2,9.0,269.0,25.7,9.9,329.4,28.4,10,0.5
40,2017-06-10,84.4,63.6,75.0,83.8,63.6,75.0,60.4,63.6,0.0,0,0.0,0.0,0.0,,8.9,167.0,29.0,9.9,351.0,30.3,10,0.51
41,2017-06-11,86.9,67.1,76.4,90.3,67.1,77.6,66.7,73.4,0.0,0,0.0,0.0,0.0,17.2,10.6,139.7,47.6,9.9,212.4,18.3,7,0.52
42,2017-06-12,84.2,71.8,77.9,89.4,71.8,79.7,70.4,78.4,0.06,100,8.33,0.0,0.0,19.7,9.7,133.6,47.1,9.8,170.8,14.7,6,0.54
43,2017-06-13,86.3,70.0,78.3,89.1,70.0,79.5,67.7,72.3,0.0,0,0.0,0.0,0.0,,6.9,225.4,31.3,9.7,295.3,25.5,9,0.57
44,2017-06-14,88.5,70.7,79.1,93.2,70.7,80.8,68.7,72.4,0.072,100,12.5,0.0,0.0,25.3,10.7,263.7,45.0,9.8,348.7,30.1,10,0.61
45,2017-06-15,89.6,69.5,77.2,93.8,69.5,78.8,68.9,77.8,0.505,100,12.5,0.0,0.0,41.7,12.0,293.4,37.3,9.3,305.0,26.3,9,0.65
46,2017-06-16,86.3,67.3,75.2,89.0,67.3,75.9,66.2,75.7,0.069,100,4.17,0.0,0.0,,8.0,302.3,33.5,9.6,319.7,27.6,10,0.7
47,2017-06-17,89.6,68.8,77.5,92.0,68.8,78.4,68.9,76.8,0.329,100,25.0,0.0,0.0,39.1,10.6,185.8,31.4,9.4,272.0,23.4,8,0.76
48,2017-06-18,80.8,71.1,75.4,84.4,71.1,75.6,70.5,84.9,0.363,100,20.83,0.0,0.0,21.9,10.3,203.3,50.3,9.8,279.8,24.2,8,0.81
49,2017-06-19,86.5,72.0,77.2,91.5,72.0,78.6,71.0,82.1,0.016,100,12.5,0.0,0.0,32.2,9.6,248.1,46.6,9.9,199.2,17.0,6,0.86
50,2017-06-20,77.0,70.5,73.2,77.0,70.5,73.2,71.5,94.4,2.378,100,62.5,0.0,0.0,,9.5,250.0,71.1,7.3,101.7,8.8,3,0.91
51,2017-06-21,78.5,70.1,73.6,78.5,70.1,73.6,70.6,90.9,0.058,100,25.0,0.0,0.0,,6.9,112.0,69.1,8.9,114.7,9.9,3,0.95
52,2017-06-22,82.4,71.2,75.1,88.6,71.2,76.1,72.6,92.3,0.367,100,79.17,0.0,0.0,28.1,9.6,120.9,62.5,8.1,143.0,12.4,4,0.99
53,2017-06-23,88.1,72.4,79.1,93.2,72.4,81.0,71.2,78.8,0.187,100,12.5,0.0,0.0,40.3,18.8,208.5,35.6,9.7,347.8,29.9,10,1.0
54,2017-06-24,83.8,72.0,76.5,90.4,72.0,78.2,72.6,88.4,0.192,100,50.0,0.0,0.0,26.4,10.3,237.7,69.3,9.2,159.3,13.8,5,0.0
55,2017-06-25,79.9,67.7,72.6,79.9,67.7,72.6,63.7,74.9,0.026,100,8.33,0.0,0.0,20.8,13.9,324.7,25.5,9.9,223.6,19.3,7,0.01
56,2017-06-26,85.1,62.0,74.1,83.1,62.0,73.7,57.0,58.9,0.0,0,0.0,0.0,0.0,18.3,9.9,354.8,13.8,9.9,353.4,30.5,10,0.04
57,2017-06-27,84.5,65.3,75.3,83.3,65.3,75.1,57.7,57.1,0.0,0,0.0,0.0,0.0,20.8,12.4,338.9,21.1,9.9,298.0,25.7,9,0.08
58,2017-06-28,87.0,64.4,76.2,87.2,64.4,76.5,60.5,59.8,0.0,0,0.0,0.0,0.0,20.8,9.3,101.2,29.8,9.9,328.4,28.3,10,0.12
59,2017-06-29,82.7,71.0,75.5,86.9,71.0,76.3,68.8,80.5,0.672,100,29.17,0.0,0.0,34.9,11.6,141.7,62.7,9.3,115.6,10.0,4,0.17
60,2017-06-30,80.0,70.5,74.1,83.3,70.5,74.2,71.5,92.0,0.74,100,70.83,0.0,0.0,21.9,11.9,210.1,76.4,8.4,201.1,17.5,7,0.22
61,2017-07-01,86.0,71.1,76.5,93.8,71.1,78.5,71.7,85.8,0.144,100,20.83,0.0,0.0,,10.5,255.0,67.7,9.5,282.3,24.4,9,0.27
62,2017-07-02,88.7,69.9,78.3,94.2,69.9,80.6,70.9,79.8,0.009,100,8.33,0.0,0.0,,10.9,306.2,40.8,9.1,289.3,25.0,9,0.32
63,2017-07-03,87.5,71.6,78.1,93.1,71.6,80.0,70.9,80.1,0.316,100,29.17,0.0,0.0,19.7,12.7,276.1,60.4,9.7,324.3,28.0,10,0.37
64,2017-07-04,89.6,70.3,76.8,96.3,70.3,78.5,70.4,81.9,0.386,100,20.83,0.0,0.0,32.2,13.3,261.5,23.6,9.0,331.9,28.7,10,0.41
65,2017-07-05,90.4,70.8,79.7,96.7,70.8,82.3,70.9,76.8,0.0,0,0.0,0.0,0.0,32.8,9.8,260.8,27.4,7.7,325.7,28.0,9,0.44
66,2017-07-06,89.2,72.4,79.6,96.7,72.4,82.2,70.9,76.0,0.037,100,12.5,0.0,0.0,27.7,10.9,288.0,28.3,9.9,307.6,26.4,9,0.47
67,2017-07-07,88.8,71.6,79.5,96.2,71.6,82.6,71.2,77.1,0.501,100,29.17,0.0,0.0,27.7,11.3,268.5,32.0,9.8,280.4,24.3,8,0.49
68,2017-07-08,89.4,71.1,78.5,95.8,71.1,80.9,71.4,80.3,0.03,100,16.67,0.0,0.0,18.3,11.7,262.8,29.9,9.8,229.5,19.9,7,0.5
69,2017-07-09,89.2,69.6,79.0,90.8,69.6,79.9,67.3,70.3,0.0,0,0.0,0.0,0.0,,9.2,358.3,27.9,9.8,267.8,23.1,8,0.5
70,2017-07-10,88.6,70.7,79.6,92.9,70.7,81.4,69.5,73.1,0.0,0,0.0,0.0,0.0,17.2,8.9,261.0,31.9,9.8,251.2,21.5,8,0.51
71,2017-07-11,85.8,72.8,77.9,92.1,72.8,79.7,71.4,81.2,0.043,100,4.17,0.0,0.0,28.7,11.7,206.8,25.0,9.7,168.8,14.4,5,0.53
72,2017-07-12,89.3,70.8,80.0,94.3,70.8,82.5,70.4,74.6,0.0,0,0.0,0.0,0.0,,8.5,218.2,31.8,9.8,290.5,25.3,9,0.55
73,2017-07-13,90.7,72.8,81.8,96.4,72.8,85.2,71.9,73.7,0.311,100,16.67,0.0,0.0,,7.1,265.9,31.2,9.7,311.5,26.9,9,0.59
74,2017-07-14,91.1,74.5,82.0,96.2,74.5,85.0,71.9,73.6,0.118,100,8.33,0.0,0.0,31.1,12.2,228.1,26.3,9.7,260.2,22.4,8,0.63
75,2017-07-15,89.0,72.8,78.9,95.2,72.8,80.8,70.9,77.7,0.036,100,8.33,0.0,0.0,31.7,13.2,309.9,23.2,9.8,228.5,19.7,7,0.68
76,2017-07-16,84.9,73.0,77.2,88.9,73.0,78.4,70.8,81.6,0.174,100,16.67,0.0,0.0,,7.4,239.3,38.0,9.5,133.5,11.3,4,0.74
77,2017-07-17,86.7,68.2,77.0,93.3,68.2,78.8,69.8,79.7,0.621,100,25.0,0.0,0.0,44.7,12.4,289.7,51.0,9.5,211.7,18.2,7,0.79
78,2017-07-18,88.7,69.6,78.8,93.1,69.6,80.8,69.5,75.3,0.015,100,8.33,0.0,0.0,,9.1,1.8,30.6,9.7,318.7,27.5,10,0.85
79,2017-07-19,91.8,72.2,82.4,96.6,72.2,85.1,70.5,69.9,0.0,0,0.0,0.0,0.0,18.3,10.1,328.8,21.5,9.6,330.7,28.4,10,0.9
80,2017-07-20,92.0,72.4,82.8,98.1,72.4,86.1,70.6,68.8,0.0,0,0.0,0.0,0.0,21.9,12.1,328.8,20.6,9.3,334.2,28.9,10,0.94
81,2017-07-21,92.8,74.6,84.3,98.4,74.6,88.5,72.5,70.0,0.0,0,0.0,0.0,0.0,,8.7,315.8,27.2,9.0,320.3,27.6,10,0.98
82,2017-07-22,89.9,74.0,80.7,99.4,74.0,84.2,73.0,78.1,0.0,0,0.0,0.0,0.0,28.9,15.7,243.0,20.1,9.1,324.0,28.0,10,1.0
83,2017-07-23,90.9,74.6,82.1,98.8,74.6,86.1,73.4,76.7,0.0,0,0.0,0.0,0.0,,11.1,264.1,24.5,9.4,278.9,24.1,8,0.0
84,2017-07-24,87.0,75.3,79.3,95.1,75.3,81.1,73.5,83.1,0.421,100,20.83,0.0,0.0,,8.8,249.6,41.6,9.2,291.1,25.1,9,0.01
85,2017-07-25,88.3,72.7,79.4,97.2,72.7,82.2,72.2,79.9,0.021,100,4.17,0.0,0.0,35.6,9.4,266.2,38.3,9.4,143.9,12.5,5,0.03
86,2017-07-26,93.6,72.8,82.2,97.5,72.8,84.3,70.3,70.4,0.0,0,0.0,0.0,0.0,23.0,9.5,42.5,19.0,9.3,325.3,28.0,10,0.06
87,2017-07-27,89.7,72.2,78.9,96.4,72.2,80.7,70.7,77.2,0.094,100,8.33,0.0,0.0,31.0,9.5,282.6,37.4,9.5,317.2,27.4,10,0.1
88,2017-07-28,84.5,72.9,78.3,92.2,72.9,80.8,72.9,84.2,0.0,0,0.0,0.0,0.0,23.0,11.9,251.5,48.2,9.0,311.2,27.0,10,0.14
89,2017-07-29,88.1,74.9,80.8,89.7,74.9,81.6,68.3,69.3,0.008,100,4.17,0.0,0.0,26.0,14.8,319.7,39.5,9.7,305.0,26.4,9,0.2
90,2017-07-30,84.8,70.9,77.4,85.0,70.9,77.5,61.6,59.3,0.0,0,0.0,0.0,0.0,20.4,14.2,65.2,27.7,9.7,337.0,29.1,10,0.24
91,2017-07-31,86.4,65.2,76.3,84.6,65.2,75.8,57.9,55.9,0.0,0,0.0,0.0,0.0,19.7,10.8,64.2,14.4,9.7,343.3,29.5,10,0.29
92,2017-08-01,86.4,64.9,76.5,85.7,64.9,76.3,60.4,60.5,0.0,0,0.0,0.0,0.0,,6.5,68.6,20.0,9.8,265.5,22.8,10,0.34
93,2017-08-02,85.8,68.9,76.5,84.9,68.9,76.5,62.8,64.6,0.0,0,0.0,0.0,0.0,,6.2,84.3,25.1,9.9,191.0,16.6,6,0.38
94,2017-08-03,83.0,69.3,75.4,85.5,69.3,75.9,66.8,75.7,0.257,100,20.83,0.0,0.0,,7.0,125.3,38.6,9.7,129.4,11.0,5,0.42
95,2017-08-04,86.4,69.6,77.1,90.1,69.6,78.5,69.1,78.1,0.0,0,0.0,0.0,0.0,,7.9,233.6,65.9,9.4,265.9,23.0,9,0.45
96,2017-08-05,86.2,70.0,77.8,89.1,70.0,79.0,68.6,75.4,0.083,100,16.67,0.0,0.0,17.2,10.0,282.5,35.0,9.8,313.9,27.2,10,0.48
97,2017-08-06,86.7,69.6,77.5,92.0,69.6,79.3,69.1,76.1,0.229,100,29.17,0.0,0.0,31.1,10.3,188.3,38.2,9.8,294.2,25.3,9,0.49
98,2017-08-07,85.2,73.2,77.9,91.2,73.2,79.5,72.5,84.5,0.346,100,37.5,0.0,0.0,35.6,10.6,221.3,61.9,9.7,253.2,21.8,8,0.5
99,2017-08-08,76.5,70.5,72.4,76.5,70.5,72.4,70.2,92.9,0.724,100,66.67,0.0,0.0,17.2,9.7,320.3,70.9,8.3,109.1,9.4,3,0.51
100,2017-08-09,78.0,71.2,73.5,78.0,71.2,73.5,70.5,90.7,0.978,100,37.5,0.0,0.0,,11.4,77.0,76.3,7.5,152.4,13.1,6,0.52
101,2017-08-10,82.9,72.2,76.2,88.9,72.2,77.5,72.2,87.8,0.888,100,37.5,0.0,0.0,33.3,7.9,141.6,77.1,8.5,280.9,24.2,9,0.54
102,2017-08-11,85.7,71.6,78.0,92.2,71.6,80.1,72.3,83.9,0.018,100,8.33,0.0,0.0,,8.2,266.3,61.9,9.6,227.5,19.5,8,0.57
103,2017-08-12,88.5,72.7,79.9,95.0,72.7,82.5,72.7,80.2,0.0,0,0.0,0.0,0.0,,9.2,276.8,42.7,9.6,285.1,24.6,8,0.62
104,2017-08-13,89.4,73.5,80.9,94.8,73.5,83.8,72.0,76.0,0.0,0,0.0,0.0,0.0,,7.2,295.9,36.8,9.9,278.2,24.1,9,0.67
105,2017-08-14,91.5,73.6,81.0,98.2,73.6,83.7,72.4,77.2,0.017,100,4.17,0.0,0.0,24.2,10.7,264.9,29.8,9.8,298.5,25.8,9,0.72
106,2017-08-15,87.3,73.8,80.3,95.9,73.8,84.4,73.6,81.0,0.005,100,4.17,0.0,0.0,19.7,10.6,269.0,39.3,9.7,228.5,19.7,8,0.78
107,2017-08-16,90.7,74.0,82.3,99.1,74.0,86.4,73.0,75.0,0.0,0,0.0,0.0,0.0,,8.0,281.2,32.4,9.9,281.0,24.2,9,0.84
108,2017-08-17,90.1,76.4,82.9,97.4,76.4,87.5,73.4,74.6,0.0,0,0.0,0.0,0.0,18.3,13.9,266.2,25.2,9.9,297.7,25.6,9,0.89
109,2017-08-18,89.4,74.9,81.6,93.9,74.9,83.7,70.6,71.2,0.0,0,0.0,0.0,0.0,19.7,12.4,269.1,22.5,9.9,286.1,24.6,9,0.93
110,2017-08-19,89.9,68.4,79.0,91.0,68.4,79.9,66.1,66.9,0.0,0,0.0,0.0,0.0,,8.2,305.3,16.6,9.9,278.3,24.0,9,0.97
111,2017-08-20,91.7,70.1,81.4,94.5,70.1,83.0,67.7,66.2,0.0,0,0.0,0.0,0.0,,5.1,53.9,17.0,9.6,309.5,26.7,10,0.99
112,2017-08-21,90.9,72.6,82.0,96.8,72.6,84.8,70.4,69.9,0.0,0,0.0,0.0,0.0,,8.0,93.6,18.3,9.8,283.6,24.5,9,1.0
113,2017-08-22,91.9,72.2,82.0,96.6,72.2,84.8,70.7,71.4,0.0,0,0.0,0.0,0.0,,9.4,241.7,14.9,9.9,269.1,23.2,8,0.0
114,2017-08-23,88.1,74.4,80.8,91.3,74.4,82.6,69.8,71.0,0.0,0,0.0,0.0,0.0,18.0,11.1,294.3,28.4,9.8,283.7,24.5,9,0.02
115,2017-08-24,88.5,66.6,77.8,88.6,66.6,78.0,62.4,61.4,0.0,0,0.0,0.0,0.0,,9.4,336.7,13.2,9.9,290.3,25.0,9,0.04
116,2017-08-25,85.1,69.7,77.2,88.6,69.7,78.4,66.7,70.8,0.0,0,0.0,0.0,0.0,17.2,11.4,66.3,32.9,9.9,272.4,23.4,9,0.08
117,2017-08-26,84.9,71.2,77.7,88.2,71.2,78.9,68.7,75.1,0.0,0,0.0,0.0,0.0,16.1,8.8,62.4,40.6,9.9,187.3,16.1,6,0.12
118,2017-08-27,83.4,70.7,76.8,84.4,70.7,77.2,65.7,70.1,0.0,0,0.0,0.0,0.0,20.9,14.4,65.7,29.7,9.8,250.5,21.6,8,0.16
119,2017-08-28,79.1,69.3,73.2,79.1,69.3,73.2,58.1,59.6,0.0,0,0.0,0.0,0.0,25.3,16.0,60.4,28.6,9.9,228.1,19.6,8,0.21
120,2017-08-29,82.5,68.9,75.2,83.5,68.9,75.5,62.1,64.3,0.0,0,0.0,0.0,0.0,,10.0,64.7,55.6,9.9,163.6,14.2,6,0.26
121,2017-08-30,74.3,69.9,71.5,74.3,69.9,71.5,67.6,88.0,0.23,100,37.5,0.0,0.0,,7.8,103.5,73.4,8.7,80.7,7.0,2,0.31
122,2017-08-31,82.2,68.9,73.5,85.1,68.9,73.9,70.0,89.6,0.604,100,54.17,0.0,0.0,21.9,10.8,130.4,75.5,7.0,127.3,11.2,4,0.35
123,2017-09-01,81.4,69.0,76.0,83.3,69.0,76.3,67.6,76.3,0.03,100,4.17,0.0,0.0,30.1,17.9,207.9,70.3,9.9,191.3,16.4,6,0.39
124,2017-09-02,81.7,61.3,70.8,81.8,61.3,70.9,59.9,71.0,0.0,0,0.0,0.0,0.0,18.3,12.4,288.6,22.2,9.9,269.7,23.3,9,0.43
125,2017-09-03,82.8,60.6,71.5,82.8,60.6,71.6,60.4,71.0,0.0,0,0.0,0.0,0.0,21.9,9.7,300.7,12.8,9.7,295.2,25.4,9,0.46
126,2017-09-04,85.3,60.1,73.1,87.3,60.1,73.6,62.5,72.2,0.0,0,0.0,0.0,0.0,18.3,9.4,258.9,17.5,9.4,270.2,23.5,9,0.48
127,2017-09-05,85.6,67.9,75.1,88.4,67.9,76.0,67.1,77.9,0.324,100,16.67,0.0,0.0,26.4,11.9,249.1,34.1,9.2,262.0,22.7,9,0.5
128,2017-09-06,74.9,61.5,67.2,74.9,61.5,67.2,58.9,77.2,0.054,100,8.33,0.0,0.0,23.1,14.0,305.8,48.1,9.5,213.9,18.5,7,0.5
129,2017-09-07,76.5,52.0,64.4,76.5,52.0,64.4,49.2,62.0,0.0,0,0.0,0.0,0.0,32.2,8.5,343.8,4.9,9.9,295.8,25.5,9,0.51
130,2017-09-08,79.3,54.6,66.9,79.3,54.6,66.9,53.5,65.0,0.0,0,0.0,0.0,0.0,,8.6,49.5,7.8,9.9,289.7,25.1,9,0.53
131,2017-09-09,78.6,59.7,69.1,78.6,59.7,69.1,53.8,60.6,0.0,0,0.0,0.0,0.0,30.4,18.3,53.7,5.9,9.9,290.2,25.2,9,0.56
132,2017-09-10,71.4,60.6,65.5,71.4,60.6,65.5,48.7,55.3,0.0,0,0.0,0.0,0.0,33.9,21.2,62.1,16.8,9.9,178.9,15.6,8,0.61
133,2017-09-11,63.9,56.7,60.2,63.9,56.7,60.2,56.0,87.3,3.321,100,83.33,0.0,0.0,47.2,31.6,42.2,73.6,5.9,77.9,6.9,3,0.66
134,2017-09-12,63.9,59.2,62.0,63.9,59.2,62.0,60.5,94.9,0.38,100,70.83,0.0,0.0,27.3,14.4,130.5,85.1,5.6,163.7,14.2,5,0.71
135,2017-09-13,74.9,60.3,66.6,74.9,60.3,66.6,59.1,78.8,0.0,0,0.0,0.0,0.0,23.7,14.2,197.4,67.0,9.1,278.4,24.1,9,0.77
136,2017-09-14,78.3,65.5,70.6,78.3,65.5,70.6,63.7,79.9,0.0,0,0.0,0.0,0.0,,6.9,271.8,67.4,9.7,234.0,20.2,8,0.82
137,2017-09-15,83.0,63.2,73.0,84.5,63.2,73.6,65.0,78.2,0.0,0,0.0,0.0,0.0,,4.9,76.5,36.5,8.7,219.9,19.1,8,0.88
138,2017-09-16,85.7,66.2,75.3,87.1,66.2,75.9,65.9,74.9,0.0,0,0.0,0.0,0.0,,6.2,62.1,24.2,9.0,238.9,20.6,8,0.92
139,2017-09-17,87.5,66.3,75.9,89.1,66.3,76.5,65.7,73.3,0.0,0,0.0,0.0,0.0,,7.6,351.0,22.0,9.0,267.4,23.0,9,0.96
140,2017-09-18,86.9,64.0,74.8,87.0,64.0,75.0,63.4,71.0,0.0,0,0.0,0.0,0.0,,8.9,327.3,8.2,9.4,264.3,22.7,9,0.99
141,2017-09-19,88.8,64.1,75.8,89.4,64.1,76.2,64.7,71.7,0.0,0,0.0,0.0,0.0,,5.7,330.6,18.2,9.5,238.6,20.6,8,1.0
142,2017-09-20,88.3,67.9,77.4,90.0,67.9,78.1,66.8,72.8,0.0,0,0.0,0.0,0.0,,7.4,331.1,14.1,9.2,254.0,22.0,9,0.0
143,2017-09-21,89.5,67.6,77.6,91.0,67.6,78.3,66.5,71.7,0.043,100,8.33,0.0,0.0,,6.5,341.7,22.8,9.5,244.3,21.0,8,0.01
144,2017-09-22,87.7,69.2,77.1,89.6,69.2,77.9,66.7,72.6,0.005,100,4.17,0.0,0.0,,7.5,48.1,23.7,9.8,249.8,21.5,8,0.03
145,2017-09-23,86.8,67.4,76.5,87.5,67.4,77.0,65.5,71.8,0.0,0,0.0,0.0,0.0,,8.7,72.7,20.5,9.3,237.0,20.6,8,0.06
146,2017-09-24,84.1,67.1,74.6,85.3,67.1,75.1,64.4,72.4,0.0,0,0.0,0.0,0.0,18.3,11.3,64.0,25.4,9.7,221.6,19.0,8,0.09
147,2017-09-25,85.3,67.5,75.4,85.1,67.5,75.4,62.6,67.4,0.0,0,0.0,0.0,0.0,18.3,10.2,47.6,11.7,9.9,253.5,21.9,8,0.13
148,2017-09-26,87.7,64.9,75.6,88.7,64.9,76.1,63.7,68.8,0.0,0,0.0,0.0,0.0,,9.7,355.5,17.7,9.8,255.0,22.0,9,0.17
149,2017-09-27,89.1,65.6,77.0,89.9,65.6,77.6,65.0,69.8,0.0,0,0.0,0.0,0.0,16.1,9.4,327.6,10.3,9.6,252.7,21.9,8,0.22
150,2017-09-28,90.2,66.0,77.8,90.6,66.0,78.4,65.1,68.4,0.0,0,0.0,0.0,0.0,,8.9,320.2,9.9,9.7,254.3,22.0,8,0.27
