,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1443,55.5,29.7,41.7,55.5,21.0,37.4,21.9,48.3,0.0,0.0,0.0,0.0,0.0,27.7,15.0,320.8,0.4,9.9,189.9,16.6,7.0,0.54
1444,60.0,31.6,46.0,60.0,29.1,44.8,21.7,42.0,0.0,0.0,0.0,0.0,0.0,23.0,10.6,100.5,14.3,9.9,194.3,17.0,7.0,0.58
1445,62.4,37.2,48.1,62.4,31.5,45.6,34.2,60.2,0.0,0.0,0.0,0.0,0.0,25.7,11.9,323.4,65.5,9.9,148.3,12.8,6.0,0.89
1446,52.3,46.2,49.2,52.3,42.4,47.5,45.1,86.3,0.435,100.0,54.17,0.0,0.0,15.9,9.4,355.0,99.8,7.6,25.5,2.2,1.0,0.94
1447,77.0,51.5,63.5,77.0,51.5,63.5,46.7,57.1,0.0,0.0,0.0,0.0,0.0,24.5,13.8,128.5,31.6,9.5,195.3,17.0,7.0,0.04
1448,78.4,56.2,67.9,78.4,56.2,67.9,54.9,65.5,0.0,0.0,0.0,0.0,0.0,23.0,12.3,181.7,48.1,9.9,153.4,13.3,7.0,0.08
1449,53.8,28.6,36.4,53.8,17.7,26.7,21.6,59.5,0.806,100.0,29.17,0.1,0.0,50.4,26.1,315.5,57.0,8.9,192.4,16.6,9.0,0.35
1450,56.8,23.8,38.9,56.8,18.8,36.2,12.2,36.0,0.0,0.0,0.0,0.0,0.0,18.3,10.1,292.1,0.9,9.9,241.5,19.9,8.0,0.39
1451,65.2,51.3,59.4,65.2,51.3,59.4,47.8,68.1,0.005,100.0,4.17,0.0,0.0,27.7,15.4,265.1,48.1,9.2,236.3,20.5,8.0,0.51
1452,68.2,40.4,54.4,68.2,37.2,53.1,32.3,47.6,0.0,0.0,0.0,0.0,0.0,27.8,16.8,321.9,6.0,9.9,244.6,20.8,8.0,0.53
1453,63.7,45.9,54.1,63.7,41.3,52.8,27.6,41.7,0.0,0.0,0.0,0.0,0.0,39.5,23.8,288.2,1.8,9.9,250.5,21.7,8.0,0.83
1454,63.5,43.5,53.3,63.5,38.8,51.7,20.9,28.3,0.0,0.0,0.0,0.0,0.0,30.1,16.8,302.5,16.9,9.9,241.1,20.7,8.0,0.88
1455,65.9,47.4,55.8,65.9,43.8,55.3,36.0,49.6,0.0,0.0,0.0,0.0,0.0,23.0,12.9,292.7,9.2,9.9,257.6,22.4,9.0,0.0
1456,66.5,42.8,54.9,66.5,41.2,54.6,36.1,51.7,0.0,0.0,0.0,0.0,0.0,15.0,9.1,335.4,23.0,9.9,160.9,13.9,6.0,0.01
1457,68.7,44.4,57.5,68.7,42.3,57.1,34.0,45.9,0.0,0.0,0.0,0.0,0.0,28.4,16.3,320.4,3.1,9.9,257.2,22.2,9.0,0.03
1458,56.9,46.2,50.8,56.9,39.8,48.7,31.8,48.7,0.0,0.0,0.0,0.0,0.0,31.7,17.0,271.5,57.3,9.9,115.5,10.1,6.0,0.21
1459,55.2,41.2,46.3,55.2,35.1,43.1,29.2,52.8,0.01,100.0,8.33,0.0,0.0,33.8,20.6,291.3,72.4,9.9,159.5,13.8,7.0,0.26
1460,73.0,35.2,54.6,73.0,35.2,54.2,32.8,50.0,0.0,0.0,0.0,0.0,0.0,18.3,8.4,241.7,6.4,9.9,266.5,23.0,9.0,0.31
1461,74.6,60.3,67.3,74.6,60.3,67.3,52.6,63.5,0.079,100.0,4.17,0.0,0.0,26.2,13.8,294.5,49.2,9.9,201.5,17.4,9.0,0.47
1462,76.3,45.0,62.2,76.3,45.0,62.2,35.7,41.3,0.0,0.0,0.0,0.0,0.0,22.8,12.5,95.2,17.2,9.9,271.5,23.3,9.0,0.49
1463,70.7,57.9,64.7,70.7,57.9,64.7,57.5,78.7,0.971,100.0,25.0,0.0,0.0,23.7,11.2,122.1,75.8,9.0,100.5,8.9,4.0,0.5
1464,73.2,59.1,65.7,73.2,59.1,65.7,58.7,80.1,0.0,0.0,0.0,0.0,0.0,9.4,8.9,310.5,62.4,7.6,147.9,12.7,7.0,0.51
1465,79.9,55.9,69.1,79.9,55.9,69.1,53.9,61.2,0.0,0.0,0.0,0.0,0.0,25.4,12.8,140.0,13.4,9.9,240.5,20.8,9.0,0.75
1466,79.8,58.7,70.0,79.8,58.7,70.0,55.3,61.7,0.0,0.0,0.0,0.0,0.0,24.2,9.0,155.9,42.3,9.9,185.4,16.0,9.0,0.81
1467,69.4,58.7,64.0,69.4,58.7,64.0,56.7,77.9,0.081,100.0,8.33,0.0,0.0,26.7,13.5,317.6,45.6,9.6,98.9,8.5,4.0,0.91
1468,75.3,46.0,61.5,75.3,43.2,61.1,37.4,44.8,0.0,0.0,0.0,0.0,0.0,15.9,9.3,343.6,0.0,9.9,296.4,25.4,9.0,0.95
1469,78.0,52.7,66.0,78.0,52.7,66.0,46.5,52.8,0.0,0.0,0.0,0.0,0.0,19.7,10.8,155.4,34.1,9.9,269.4,23.3,9.0,1.0
1470,80.1,57.5,69.8,80.9,57.5,69.8,56.1,62.7,0.0,0.0,0.0,0.0,0.0,20.1,9.6,161.4,41.7,9.9,168.0,14.7,9.0,1.0
1471,80.3,63.3,71.1,81.3,63.3,71.2,61.6,73.2,0.0,0.0,0.0,0.0,0.0,23.0,13.8,217.2,49.1,9.7,184.7,15.9,7.0,0.0
1472,84.9,63.9,74.3,84.7,63.9,74.3,61.9,68.2,0.0,0.0,0.0,0.0,0.0,18.3,10.3,249.6,35.7,9.8,282.3,24.4,9.0,0.01
1473,67.1,59.5,63.3,67.1,59.5,63.3,52.7,68.6,0.0,0.0,0.0,0.0,0.0,29.2,16.6,289.5,90.0,9.9,121.3,10.6,5.0,0.18
1474,69.2,53.0,60.6,69.2,53.0,60.6,53.1,77.0,0.0,0.0,0.0,0.0,0.0,20.1,8.3,20.8,63.9,9.6,111.5,9.6,5.0,0.22
1475,82.1,62.5,71.3,81.9,62.5,71.3,60.1,70.5,0.0,0.0,0.0,0.0,0.0,15.4,6.1,140.5,44.6,9.6,236.9,20.7,10.0,0.48
1476,82.2,64.5,72.7,83.1,64.5,72.9,62.2,70.8,0.143,100.0,12.5,0.0,0.0,29.9,14.0,257.4,56.4,9.7,215.0,18.6,9.0,0.5
1477,87.5,71.4,78.7,88.8,71.4,79.3,65.4,65.5,0.0,0.0,0.0,0.0,0.0,23.0,10.4,207.6,52.6,9.9,228.1,19.7,8.0,0.68
1478,87.5,70.0,77.7,87.7,70.0,78.1,63.6,63.3,0.0,0.0,0.0,0.0,0.0,27.8,11.7,206.5,52.6,9.9,258.1,22.2,10.0,0.74
1479,84.5,64.2,75.1,83.9,64.2,75.0,59.2,60.5,0.0,0.0,0.0,0.0,0.0,18.3,9.7,103.3,32.0,9.9,232.1,20.2,9.0,1.0
1480,84.2,67.9,76.5,83.1,67.9,76.3,59.2,57.5,0.0,0.0,0.0,0.0,0.0,23.0,13.2,67.8,33.3,9.9,296.2,25.7,9.0,0.11
1481,84.6,65.2,75.7,83.5,65.2,75.5,57.0,53.9,0.0,0.0,0.0,0.0,0.0,19.7,10.9,79.1,35.7,9.9,250.5,21.4,10.0,0.14
1482,91.7,70.9,81.4,95.4,70.9,83.1,67.7,65.2,0.0,0.0,0.0,0.0,0.0,21.9,8.7,261.1,42.4,9.9,308.7,26.6,10.0,0.47
1483,95.2,75.7,85.4,102.2,75.7,89.5,69.8,61.0,0.19,100.0,8.33,0.0,0.0,15.0,7.7,177.9,40.4,9.8,209.0,18.2,9.0,0.53
1484,94.8,75.3,83.2,100.7,75.3,86.2,70.6,67.8,0.2,100.0,12.5,0.0,0.0,39.5,18.1,313.7,40.4,9.6,267.4,22.8,9.0,0.57
1485,91.5,72.0,81.1,91.9,72.0,81.4,63.5,59.2,0.0,0.0,0.0,0.0,0.0,28.1,16.1,324.6,27.1,9.9,309.6,26.8,10.0,0.62
1486,87.5,65.6,76.9,84.2,65.6,76.0,49.8,41.1,0.0,0.0,0.0,0.0,0.0,23.5,14.4,53.0,10.0,9.9,317.0,27.7,9.0,0.67
1487,91.0,73.2,81.8,92.0,73.2,82.4,66.5,63.2,0.819,100.0,8.33,0.0,0.0,33.3,12.1,134.4,53.5,9.7,228.0,19.6,9.0,0.95
1488,89.2,72.2,80.9,91.7,72.2,82.4,66.3,62.2,0.003,100.0,4.17,0.0,0.0,15.0,7.5,130.5,57.6,9.9,173.2,14.8,10.0,0.97
1489,86.0,73.5,78.9,91.4,73.5,80.9,72.0,80.2,0.254,100.0,37.5,0.0,0.0,21.9,9.2,305.9,79.5,9.5,513.9,44.4,5.0,0.42
1490,91.5,72.8,82.6,95.1,72.8,85.3,70.2,68.7,0.0,0.0,0.0,0.0,0.0,9.8,6.7,277.4,24.7,9.9,510.3,44.0,5.0,0.93
1491,90.7,74.9,81.3,98.7,74.9,84.1,72.8,76.6,0.955,100.0,20.83,0.0,0.0,33.3,14.6,243.8,35.4,9.5,511.8,43.9,5.0,0.0
1492,88.3,74.3,78.5,96.9,74.3,80.3,73.2,84.7,0.399,100.0,29.17,0.0,0.0,35.4,7.6,319.5,62.4,9.5,514.9,44.9,5.0,0.01
1493,89.9,71.1,79.6,93.5,71.1,81.3,69.4,73.9,0.05,100.0,8.33,0.0,0.0,39.1,13.2,241.4,50.1,9.9,513.1,44.2,5.0,0.04
1494,89.6,72.2,79.6,96.2,72.2,82.1,71.6,78.5,0.445,100.0,12.5,0.0,0.0,29.9,15.0,93.6,51.9,9.4,536.7,46.6,5.0,0.31
1495,89.0,70.3,78.4,94.8,70.3,80.6,70.3,77.9,0.576,100.0,20.83,0.0,0.0,31.6,6.5,99.1,46.1,9.8,514.1,44.5,5.0,0.36
1496,86.8,68.0,77.5,88.5,68.0,78.4,65.8,69.4,0.0,0.0,0.0,0.0,0.0,9.2,8.2,213.7,28.5,9.8,514.4,44.4,5.0,0.54
1497,83.9,69.9,75.9,88.9,69.9,77.4,70.4,84.3,0.238,100.0,12.5,0.0,0.0,32.7,11.7,239.9,78.3,8.8,516.5,44.8,5.0,0.86
1498,91.6,68.3,78.7,94.6,68.3,79.8,65.8,67.2,0.0,0.0,0.0,0.0,0.0,27.3,15.4,317.8,15.5,9.5,513.8,44.6,5.0,0.95
1499,81.0,59.9,68.5,82.9,59.9,68.7,57.9,69.2,0.003,100.0,4.17,0.0,0.0,16.8,9.7,261.3,47.2,9.9,521.0,45.3,5.0,1.0
1500,73.8,54.4,63.7,73.8,54.4,63.7,43.0,51.6,0.0,0.0,0.0,0.0,0.0,25.0,13.1,327.1,18.7,9.9,524.7,45.6,5.0,0.49
1501,72.4,44.2,58.0,72.4,41.9,57.5,42.9,58.5,0.0,0.0,0.0,0.0,0.0,13.9,7.6,340.8,22.5,9.9,528.0,45.6,5.0,0.5
1502,73.0,40.2,55.3,73.0,40.2,55.3,38.4,58.2,0.0,0.0,0.0,0.0,0.0,7.4,5.4,81.9,19.1,9.9,529.0,45.6,5.0,0.96
1503,73.7,43.1,57.1,73.7,43.1,57.1,40.1,58.2,0.0,0.0,0.0,0.0,0.0,7.4,4.6,59.6,17.9,9.8,527.4,45.6,5.0,0.98
1504,65.3,52.0,58.3,65.3,52.0,58.3,50.0,74.1,0.0,0.0,0.0,0.0,0.0,25.1,11.0,86.4,70.5,9.9,529.7,45.6,5.0,0.1
1505,58.8,56.3,57.3,58.8,56.3,57.3,56.0,95.3,0.078,100.0,25.0,0.0,0.0,23.9,10.3,99.1,100.0,4.9,530.3,45.6,5.0,0.15
1506,73.0,57.5,63.5,73.0,57.5,63.5,57.7,83.4,0.359,100.0,33.33,0.0,0.0,22.4,8.7,283.9,83.5,6.1,526.1,45.6,5.0,0.21
1507,81.2,66.0,72.3,83.0,66.0,72.5,64.8,78.5,0.0,0.0,0.0,0.0,0.0,24.1,11.9,108.7,63.7,9.9,519.4,47.2,5.0,0.48
1508,67.7,42.0,58.0,67.7,35.3,56.6,52.8,83.5,0.0,0.0,0.0,0.0,0.0,26.5,16.9,294.0,84.2,8.4,529.5,45.6,5.0,0.58
1509,62.5,49.4,56.8,62.5,48.1,56.8,53.1,87.5,0.098,100.0,16.67,0.0,0.0,21.2,11.9,273.6,86.5,8.6,529.7,45.6,5.0,0.4
1510,76.7,60.8,66.2,76.7,60.8,66.2,62.0,87.5,0.0,0.0,0.0,0.0,0.0,18.8,11.4,263.9,55.4,6.1,522.3,45.6,5.0,0.5
1511,56.7,52.7,54.2,56.7,52.7,54.2,51.7,91.2,0.0,0.0,0.0,0.0,0.0,19.7,7.9,95.4,100.0,6.8,532.8,45.6,5.0,0.53
1512,56.5,26.0,41.0,56.5,26.0,40.9,25.5,57.1,0.0,0.0,0.0,0.0,0.0,11.4,7.6,126.3,14.1,9.8,451.2,38.9,6.0,0.16
1513,64.0,43.9,54.1,64.0,43.3,53.7,47.6,78.8,0.018,100.0,8.33,0.0,0.0,31.4,9.3,84.6,62.5,9.8,429.8,37.0,5.0,0.27
1514,77.5,65.8,72.0,77.5,65.8,72.0,64.6,78.3,0.031,100.0,16.67,0.0,0.0,30.7,15.8,210.0,92.7,9.7,67.6,5.7,3.0,0.99
1515,44.6,30.0,35.9,42.1,27.1,33.2,26.8,70.9,0.0,0.0,0.0,0.0,0.0,8.9,7.7,329.8,55.7,9.0,109.2,9.6,6.0,0.6
1516,46.9,36.6,41.8,40.8,27.8,35.0,19.4,42.9,0.0,0.0,0.0,0.0,0.0,30.7,19.2,311.3,33.2,9.9,172.9,14.9,7.0,0.45
1517,87.5,71.4,78.7,88.8,71.4,79.3,65.4,65.5,0.0,0.0,0.0,0.0,0.0,23.0,10.4,207.6,52.6,9.9,228.1,19.7,8.0,0.68
1518,80.8,58.9,70.4,81.0,58.9,70.4,56.8,64.0,0.0,0.0,0.0,0.0,0.0,17.2,8.9,316.3,12.6,9.9,305.3,26.7,9.0,0.99
1519,93.7,76.7,85.3,101.2,76.7,90.9,73.3,69.1,0.0,0.0,0.0,0.0,0.0,18.3,10.3,256.5,46.0,9.8,508.5,43.9,5.0,0.22
1520,93.8,76.1,83.2,103.7,76.1,87.8,73.4,73.6,0.079,100.0,8.33,0.0,0.0,35.3,10.4,254.4,43.1,9.8,510.5,44.1,5.0,0.33
1521,86.0,73.2,78.0,92.5,73.2,80.0,72.6,84.2,0.296,100.0,50.0,0.0,0.0,29.9,11.4,231.3,70.6,9.4,515.5,44.8,5.0,0.38
1522,86.0,73.5,78.9,91.4,73.5,80.9,72.0,80.2,0.254,100.0,37.5,0.0,0.0,21.9,9.2,305.9,79.5,9.5,513.9,44.4,5.0,0.42
1523,81.2,71.7,76.0,84.4,71.7,76.8,68.9,79.3,0.01,100.0,4.17,0.0,0.0,20.8,12.1,85.1,97.0,9.7,518.2,45.4,5.0,0.46
1524,89.4,73.7,79.2,96.1,73.7,81.1,71.8,79.0,0.158,100.0,16.67,0.0,0.0,34.4,12.2,255.6,62.0,9.8,514.0,44.6,5.0,0.5
1525,90.4,69.2,80.9,90.3,69.2,81.3,64.7,61.7,0.0,0.0,0.0,0.0,0.0,13.9,7.8,352.6,32.6,9.9,512.0,44.1,5.0,0.53
1526,88.3,70.9,80.2,92.0,70.9,81.7,68.6,69.6,0.011,100.0,8.33,0.0,0.0,20.8,9.6,172.0,30.5,9.9,513.3,44.3,5.0,0.55
1527,88.5,72.2,81.0,92.1,72.2,82.8,68.5,67.8,0.0,0.0,0.0,0.0,0.0,21.9,8.1,228.5,33.2,9.9,511.9,44.1,5.0,0.6
1528,90.4,71.6,79.8,93.9,71.6,81.3,69.1,71.6,0.059,100.0,16.67,0.0,0.0,35.6,15.3,249.2,36.5,9.9,512.8,44.5,5.0,0.65
1529,85.6,69.9,75.0,92.5,69.9,75.5,70.3,85.8,0.618,100.0,29.17,0.0,0.0,33.7,10.0,253.8,68.9,9.3,516.9,45.3,5.0,0.7
1530,91.0,70.9,78.6,97.9,70.9,80.9,70.2,76.9,0.0,0.0,0.0,0.0,0.0,51.7,8.5,247.1,42.2,9.6,513.7,44.4,5.0,0.89
1531,91.5,72.8,82.6,95.1,72.8,85.3,70.2,68.7,0.0,0.0,0.0,0.0,0.0,9.8,6.7,277.4,24.7,9.9,510.3,44.0,5.0,0.93
1532,89.9,74.7,82.4,95.0,74.7,85.6,71.2,70.4,0.0,0.0,0.0,0.0,0.0,20.8,10.1,242.1,33.6,9.9,511.0,43.9,5.0,0.98
1533,90.7,74.9,81.3,98.7,74.9,84.1,72.8,76.6,0.955,100.0,20.83,0.0,0.0,33.3,14.6,243.8,35.4,9.5,511.8,43.9,5.0,0.0
1534,89.9,71.1,79.6,93.5,71.1,81.3,69.4,73.9,0.05,100.0,8.33,0.0,0.0,39.1,13.2,241.4,50.1,9.9,513.1,44.2,5.0,0.04
1535,82.2,72.2,77.7,86.2,72.2,79.1,70.3,78.5,0.0,0.0,0.0,0.0,0.0,20.8,11.7,293.1,49.6,9.8,439.6,37.9,5.0,0.07
1536,88.7,74.2,79.4,93.9,74.2,81.4,71.2,77.1,0.012,100.0,16.67,0.0,0.0,20.8,11.0,196.4,47.9,9.9,513.9,44.7,5.0,0.14
1537,90.4,73.2,79.7,96.3,73.2,81.5,71.7,77.9,0.08,100.0,8.33,0.0,0.0,29.9,11.8,115.6,39.1,9.9,513.6,44.6,5.0,0.25
1538,89.6,72.2,79.6,96.2,72.2,82.1,71.6,78.5,0.445,100.0,12.5,0.0,0.0,29.9,15.0,93.6,51.9,9.4,536.7,46.6,5.0,0.31
1539,89.0,70.3,78.4,94.8,70.3,80.6,70.3,77.9,0.576,100.0,20.83,0.0,0.0,31.6,6.5,99.1,46.1,9.8,514.1,44.5,5.0,0.36
1540,88.3,71.4,78.2,94.3,71.4,80.3,70.4,77.8,0.046,100.0,4.17,0.0,0.0,11.9,9.6,277.2,36.2,9.9,514.4,44.8,5.0,0.41
1541,87.8,72.0,77.4,92.3,72.0,78.8,70.9,81.6,0.369,100.0,16.67,0.0,0.0,38.0,9.0,229.9,57.5,9.7,493.7,42.8,5.0,0.45
1542,82.8,71.7,76.6,84.3,71.7,77.1,66.2,71.7,0.0,0.0,0.0,0.0,0.0,20.8,11.2,92.0,50.2,9.9,516.1,45.0,5.0,0.52
1543,86.8,68.0,77.5,88.5,68.0,78.4,65.8,69.4,0.0,0.0,0.0,0.0,0.0,9.2,8.2,213.7,28.5,9.8,514.4,44.4,5.0,0.54
1544,89.5,72.7,79.3,94.6,72.7,81.2,68.7,71.2,0.193,100.0,8.33,0.0,0.0,39.2,12.4,251.0,43.4,9.8,483.2,41.9,5.0,0.58
1545,86.2,69.7,77.1,87.9,69.7,77.8,67.6,74.7,0.0,0.0,0.0,0.0,0.0,13.9,11.5,335.9,42.3,9.8,515.4,44.6,5.0,0.62
1546,84.1,71.6,77.6,88.6,71.6,79.4,71.6,82.7,0.002,100.0,8.33,0.0,0.0,18.1,8.2,214.1,73.8,9.3,514.0,44.5,5.0,0.82
1547,83.9,69.9,75.9,88.9,69.9,77.4,70.4,84.3,0.238,100.0,12.5,0.0,0.0,32.7,11.7,239.9,78.3,8.8,516.5,44.8,5.0,0.86
1548,81.9,73.1,76.4,86.1,73.1,76.9,71.0,83.8,0.036,100.0,12.5,0.0,0.0,13.6,8.4,264.8,70.5,9.7,517.0,45.0,5.0,0.9
1549,83.0,72.9,76.1,86.4,72.9,76.7,69.7,80.9,0.075,100.0,8.33,0.0,0.0,11.2,9.0,252.2,88.8,9.8,516.7,45.2,5.0,0.97
1550,80.7,70.9,74.1,84.1,70.9,74.2,70.3,88.3,0.393,100.0,50.0,0.0,0.0,9.8,8.5,180.0,75.7,9.1,517.6,45.5,5.0,0.99
1551,88.0,72.2,79.8,94.2,72.2,82.3,71.6,77.7,0.013,100.0,8.33,0.0,0.0,19.7,7.2,80.9,40.9,9.8,513.6,44.7,5.0,0.0
1552,80.8,73.2,75.7,84.2,73.2,75.9,71.4,86.8,0.132,100.0,33.33,0.0,0.0,15.9,8.7,115.7,90.4,9.2,517.9,45.4,5.0,0.29
1553,84.7,72.0,75.6,89.4,72.0,76.4,71.3,87.4,0.103,100.0,25.0,0.0,0.0,33.3,9.4,215.2,84.4,8.5,516.3,44.9,5.0,0.35
1554,82.1,70.7,75.1,86.0,70.7,75.9,70.2,85.6,0.033,100.0,20.83,0.0,0.0,15.9,9.6,175.4,80.3,7.8,506.9,44.2,5.0,0.51
1555,80.4,55.9,68.6,80.0,55.9,68.5,53.6,62.1,0.0,0.0,0.0,0.0,0.0,23.0,12.6,329.6,8.3,9.9,521.5,45.5,5.0,0.56
1556,83.2,59.0,71.2,82.5,59.0,71.1,57.4,65.0,0.0,0.0,0.0,0.0,0.0,11.2,7.2,21.6,13.3,9.9,518.5,44.9,5.0,0.6
1557,82.1,63.7,72.4,81.7,63.7,72.4,58.6,64.4,0.0,0.0,0.0,0.0,0.0,20.8,10.0,68.2,23.4,9.9,518.6,45.0,5.0,0.64
1558,82.0,62.1,72.0,81.8,62.1,72.0,59.6,67.8,0.0,0.0,0.0,0.0,0.0,10.1,7.8,79.0,41.2,9.8,518.1,44.9,5.0,0.74
1559,83.6,61.4,72.0,83.0,61.4,72.0,60.1,68.8,0.0,0.0,0.0,0.0,0.0,8.1,9.1,48.9,22.9,9.6,518.6,44.9,5.0,0.78
1560,89.8,66.6,76.4,94.6,66.6,78.0,67.3,75.2,0.18,100.0,20.83,0.0,0.0,31.1,9.7,327.9,34.7,9.4,514.2,44.3,5.0,0.87
1561,91.6,68.3,78.7,94.6,68.3,79.8,65.8,67.2,0.0,0.0,0.0,0.0,0.0,27.3,15.4,317.8,15.5,9.5,513.8,44.6,5.0,0.95
1562,81.0,59.9,68.5,82.9,59.9,68.7,57.9,69.2,0.003,100.0,4.17,0.0,0.0,16.8,9.7,261.3,47.2,9.9,521.0,45.3,5.0,1.0
1563,74.3,49.1,62.3,74.3,49.1,62.3,38.2,43.6,0.0,0.0,0.0,0.0,0.0,23.6,13.3,15.7,13.6,9.9,458.5,39.9,5.0,0.04
1564,76.8,60.2,66.9,76.8,60.2,66.9,47.0,48.9,0.0,0.0,0.0,0.0,0.0,35.8,17.3,18.2,63.0,9.9,501.8,43.7,5.0,0.12
1565,75.7,54.7,63.7,75.7,54.7,63.7,51.0,64.9,0.0,0.0,0.0,0.0,0.0,27.7,12.8,333.1,9.2,9.9,525.8,45.6,5.0,0.22
1566,82.0,51.6,66.2,80.7,51.6,66.0,48.6,57.3,0.0,0.0,0.0,0.0,0.0,20.8,12.5,320.8,6.6,9.9,520.5,45.0,5.0,0.47
1567,72.4,44.2,58.0,72.4,41.9,57.5,42.9,58.5,0.0,0.0,0.0,0.0,0.0,13.9,7.6,340.8,22.5,9.9,528.0,45.6,5.0,0.5
1568,71.2,62.8,67.3,71.2,62.8,67.3,63.9,89.1,0.491,100.0,29.17,0.0,0.0,22.1,9.9,140.8,85.6,7.7,523.8,45.6,5.0,0.54
1569,75.1,59.1,65.9,75.1,59.1,65.9,57.6,77.3,0.359,100.0,20.83,0.0,0.0,23.5,14.3,300.0,60.7,7.5,523.8,45.6,5.0,0.57
1570,80.8,51.5,65.5,80.0,51.5,65.4,51.3,63.9,0.0,0.0,0.0,0.0,0.0,17.2,8.3,260.9,24.5,9.8,499.5,43.1,5.0,0.7
1571,75.9,45.6,60.3,75.9,45.6,60.3,47.0,64.7,0.0,0.0,0.0,0.0,0.0,12.3,7.8,140.1,24.0,9.7,525.9,45.6,5.0,1.0
1572,65.6,50.6,57.9,65.6,50.6,57.9,50.1,76.1,0.171,100.0,12.5,0.0,0.0,26.4,15.4,311.4,38.8,9.7,553.5,47.6,7.0,0.01
1573,69.6,53.3,60.4,69.6,53.3,60.4,47.8,64.1,0.0,0.0,0.0,0.0,0.0,24.4,16.7,81.3,42.0,9.9,527.5,45.6,5.0,0.06
1574,74.7,51.9,62.7,74.7,51.9,62.7,52.1,70.9,0.0,0.0,0.0,0.0,0.0,19.7,12.5,93.8,13.0,9.4,366.4,31.8,5.0,0.42
1575,76.8,62.3,68.2,76.8,62.3,68.2,60.9,78.1,0.012,100.0,8.33,0.0,0.0,22.6,11.0,156.4,77.3,9.2,497.0,43.4,5.0,0.45
1576,81.2,66.0,72.3,83.0,66.0,72.5,64.8,78.5,0.0,0.0,0.0,0.0,0.0,24.1,11.9,108.7,63.7,9.9,519.4,47.2,5.0,0.48
1577,79.9,62.6,70.5,79.9,62.6,70.5,55.7,62.3,0.0,0.0,0.0,0.0,0.0,24.2,13.4,68.7,29.1,9.9,520.1,45.5,5.0,0.5
1578,67.7,42.0,58.0,67.7,35.3,56.6,52.8,83.5,0.0,0.0,0.0,0.0,0.0,26.5,16.9,294.0,84.2,8.4,529.5,45.6,5.0,0.58
1579,47.2,33.3,39.3,41.7,23.8,32.3,27.2,62.5,0.0,0.0,0.0,0.0,0.0,29.5,16.6,330.7,40.3,9.9,542.4,47.0,5.0,0.62
1580,52.7,31.7,42.2,52.7,26.2,38.4,28.3,59.6,0.0,0.0,0.0,0.0,0.0,27.7,13.7,83.1,31.8,9.9,539.9,46.5,5.0,0.66
1581,52.9,29.5,40.0,52.9,23.6,37.4,22.6,52.3,0.0,0.0,0.0,0.0,0.0,15.4,9.9,329.7,14.2,9.9,540.7,46.5,5.0,0.85
1582,52.0,31.2,42.3,52.0,29.6,40.9,29.1,61.5,0.0,0.0,0.0,0.0,0.0,18.8,12.0,296.0,28.4,9.9,539.0,46.3,5.0,0.89
1583,46.2,31.0,39.4,41.2,30.1,34.7,17.5,41.9,0.0,0.0,0.0,0.0,0.0,26.8,11.9,322.2,34.2,9.9,542.2,46.9,5.0,0.93
1584,56.7,27.8,41.5,56.7,24.5,40.4,21.1,48.4,0.0,0.0,0.0,0.0,0.0,13.2,8.2,68.5,26.4,9.9,538.6,46.4,5.0,0.97
1585,70.5,38.2,53.0,70.5,38.2,52.9,35.3,55.0,0.0,0.0,0.0,0.0,0.0,7.8,5.6,63.3,32.0,9.8,530.5,45.6,5.0,1.0
1586,62.4,50.3,56.5,62.4,50.3,56.5,37.9,50.8,0.0,0.0,0.0,0.0,0.0,21.9,10.9,80.4,96.0,9.9,530.4,45.6,5.0,0.0
1587,65.0,50.2,55.7,65.0,50.2,55.7,51.0,84.6,0.223,100.0,33.33,0.0,0.0,20.1,8.3,4.1,71.9,9.3,519.6,44.7,5.0,0.02
1588,65.4,54.7,60.7,65.4,54.7,60.7,50.6,71.9,0.53,100.0,29.17,0.0,0.0,32.0,17.9,234.6,56.1,8.8,467.8,40.4,5.0,0.08
1589,62.5,49.4,56.8,62.5,48.1,56.8,53.1,87.5,0.098,100.0,16.67,0.0,0.0,21.2,11.9,273.6,86.5,8.6,529.7,45.6,5.0,0.4
1590,59.0,43.6,52.4,59.0,42.4,52.1,44.9,76.5,0.0,0.0,0.0,0.0,0.0,18.3,9.4,316.5,50.9,9.6,532.8,45.6,5.0,0.44
1591,53.2,51.4,52.5,53.2,51.4,52.5,51.1,95.0,0.456,100.0,37.5,0.0,0.0,9.2,6.5,107.1,100.0,4.9,517.8,44.2,5.0,0.55
1592,35.4,17.8,25.4,28.0,6.7,16.6,5.4,44.7,0.0,0.0,0.0,0.0,0.0,20.8,12.8,295.1,3.0,9.9,551.7,48.0,6.0,0.03
1593,50.7,29.4,37.9,50.7,26.6,37.2,21.9,55.9,0.005,100.0,4.17,0.1,0.1,4.7,6.9,311.3,37.3,9.7,542.0,46.9,6.0,0.11
1594,56.5,26.0,41.0,56.5,26.0,40.9,25.5,57.1,0.0,0.0,0.0,0.0,0.0,11.4,7.6,126.3,14.1,9.8,451.2,38.9,6.0,0.16
1595,65.7,41.8,52.0,65.7,40.9,51.4,37.3,58.0,0.0,0.0,0.0,0.0,0.0,11.4,8.2,91.3,43.2,9.9,532.9,45.6,5.0,0.22
